,time,type,chap,detaT
493279,2014-12-15 22:21:38,problem_show,chap13,7
493284,2014-12-15 22:22:57,page_close,chap13,7
493285,2014-12-15 22:22:58,video_event,chap13,7
493289,2014-12-15 22:23:42,page_close,chap13,7
493290,2014-12-15 22:23:42,video_event,chap13,7
518099,2014-12-22 6:15:19,page_close,chap13,14
518100,2014-12-22 6:15:30,page_close,chap14,7
518101,2014-12-22 6:15:30,video_event,chap14,7
518103,2014-12-22 6:16:19,page_close,chap14,7
518192,2014-12-22 6:24:28,page_close,chap14,7
518193,2014-12-22 6:24:28,video_event,chap14,7
518290,2014-12-22 6:30:54,seq_goto,chap14,7
518292,2014-12-22 6:31:29,problem_check,chap14,7
518293,2014-12-22 6:31:30,problem_graded,chap14,7
518294,2014-12-22 6:31:33,seq_goto,chap14,7
518295,2014-12-22 6:31:33,video_event,chap14,7
518298,2014-12-22 6:31:37,seq_goto,chap14,7
518299,2014-12-22 6:31:41,problem_check,chap14,7
518300,2014-12-22 6:31:42,problem_graded,chap14,7
518301,2014-12-22 6:31:52,problem_check,chap14,7
518302,2014-12-22 6:31:52,problem_graded,chap14,7
518303,2014-12-22 6:31:54,problem_show,chap14,7
518304,2014-12-22 6:32:02,seq_goto,chap14,7
518305,2014-12-22 6:32:02,video_event,chap14,7
518331,2014-12-22 6:36:47,seq_goto,chap14,7
518352,2014-12-22 6:39:49,problem_check,chap14,7
518353,2014-12-22 6:39:49,problem_graded,chap14,7
518354,2014-12-22 6:39:50,problem_check,chap14,7
518355,2014-12-22 6:39:50,problem_graded,chap14,7
518356,2014-12-22 6:39:51,problem_check,chap14,7
518357,2014-12-22 6:39:51,problem_graded,chap14,7
518358,2014-12-22 6:39:52,problem_show,chap14,7
518359,2014-12-22 6:39:54,seq_goto,chap14,7
518360,2014-12-22 6:39:54,video_event,chap14,7
518390,2014-12-22 6:42:56,seq_goto,chap14,7
518394,2014-12-22 6:43:39,problem_check,chap14,7
518395,2014-12-22 6:43:40,problem_graded,chap14,7
518396,2014-12-22 6:43:40,problem_check,chap14,7
518397,2014-12-22 6:43:41,problem_graded,chap14,7
518398,2014-12-22 6:43:41,problem_check,chap14,7
518399,2014-12-22 6:43:42,problem_graded,chap14,7
518400,2014-12-22 6:43:43,problem_show,chap14,7
518401,2014-12-22 6:43:45,seq_goto,chap14,7
518402,2014-12-22 6:43:46,video_event,chap14,7
518441,2014-12-22 6:49:26,page_close,chap14,7
518442,2014-12-22 6:49:26,video_event,chap14,7
518495,2014-12-22 6:58:34,seq_goto,chap14,7
518496,2014-12-22 6:58:34,seq_goto,chap14,7
518592,2014-12-22 7:11:59,problem_check,chap14,7
518593,2014-12-22 7:12:00,problem_graded,chap14,7
518622,2014-12-22 7:16:18,problem_check,chap14,7
518623,2014-12-22 7:16:18,problem_graded,chap14,7
518624,2014-12-22 7:16:19,problem_check,chap14,7
518625,2014-12-22 7:16:19,problem_graded,chap14,7
518626,2014-12-22 7:16:20,problem_show,chap14,7
518628,2014-12-22 7:16:22,seq_goto,chap14,7
518629,2014-12-22 7:16:23,video_event,chap14,7
518672,2014-12-22 7:21:44,seq_goto,chap14,7
518698,2014-12-22 7:26:21,problem_check,chap14,7
518699,2014-12-22 7:26:22,problem_graded,chap14,7
518700,2014-12-22 7:26:22,problem_check,chap14,7
518701,2014-12-22 7:26:23,problem_graded,chap14,7
518702,2014-12-22 7:26:24,problem_check,chap14,7
518703,2014-12-22 7:26:24,problem_graded,chap14,7
518704,2014-12-22 7:26:25,problem_show,chap14,7
518705,2014-12-22 7:26:36,page_close,chap14,7
518706,2014-12-22 7:26:36,video_event,chap14,7
522336,2014-12-23 5:49:43,page_close,chap14,8
522339,2014-12-23 5:49:50,page_close,chap14,8
522384,2014-12-23 5:56:43,seq_goto,chap14,8
522397,2014-12-23 5:57:38,problem_check,chap14,8
522398,2014-12-23 5:57:38,problem_graded,chap14,8
522399,2014-12-23 5:57:39,problem_check,chap14,8
522400,2014-12-23 5:57:39,problem_graded,chap14,8
522401,2014-12-23 5:57:40,problem_check,chap14,8
522402,2014-12-23 5:57:41,problem_graded,chap14,8
522403,2014-12-23 5:57:47,page_close,chap14,8
522404,2014-12-23 5:57:47,video_event,chap14,8
522459,2014-12-23 6:02:52,seq_goto,chap14,8
522462,2014-12-23 6:03:44,problem_check,chap14,8
522463,2014-12-23 6:03:44,problem_graded,chap14,8
522464,2014-12-23 6:03:46,problem_check,chap14,8
522465,2014-12-23 6:03:46,problem_graded,chap14,8
522466,2014-12-23 6:03:47,problem_check,chap14,8
522467,2014-12-23 6:03:47,problem_graded,chap14,8
522468,2014-12-23 6:03:48,problem_show,chap14,8
522469,2014-12-23 6:03:50,seq_goto,chap14,8
522470,2014-12-23 6:03:51,video_event,chap14,8
522488,2014-12-23 6:07:15,seq_goto,chap14,8
522489,2014-12-23 6:07:30,seq_goto,chap14,8
522490,2014-12-23 6:07:30,video_event,chap14,8
522491,2014-12-23 6:08:14,seq_goto,chap14,8
522496,2014-12-23 6:08:23,seq_goto,chap14,8
522497,2014-12-23 6:08:23,video_event,chap14,8
522498,2014-12-23 6:08:24,seq_goto,chap14,8
522499,2014-12-23 6:08:32,seq_goto,chap14,8
522514,2014-12-23 6:11:10,problem_check,chap14,8
522515,2014-12-23 6:11:11,problem_graded,chap14,8
522516,2014-12-23 6:11:11,problem_check,chap14,8
522517,2014-12-23 6:11:12,problem_graded,chap14,8
522518,2014-12-23 6:11:12,problem_check,chap14,8
522519,2014-12-23 6:11:12,problem_check,chap14,8
522520,2014-12-23 6:11:12,problem_graded,chap14,8
522521,2014-12-23 6:11:13,problem_graded,chap14,8
522522,2014-12-23 6:11:13,problem_show,chap14,8
522524,2014-12-23 6:11:23,page_close,chap14,8
522525,2014-12-23 6:11:23,video_event,chap14,8
522586,2014-12-23 6:23:00,page_close,chap14,8
522587,2014-12-23 6:23:01,video_event,chap14,8
522601,2014-12-23 6:26:02,problem_check,chap14,8
522603,2014-12-23 6:26:03,problem_graded,chap14,8
522605,2014-12-23 6:26:05,problem_show,chap14,8
522611,2014-12-23 6:28:34,seq_goto,chap14,8
522612,2014-12-23 6:28:37,seq_goto,chap14,8
522613,2014-12-23 6:28:41,seq_goto,chap14,8
522672,2014-12-23 6:42:22,problem_check,chap14,8
522673,2014-12-23 6:42:22,problem_graded,chap14,8
522685,2014-12-23 6:44:14,problem_check,chap14,8
522686,2014-12-23 6:44:14,problem_graded,chap14,8
522690,2014-12-23 6:44:49,problem_check,chap14,8
522691,2014-12-23 6:44:49,problem_graded,chap14,8
522694,2014-12-23 6:45:02,seq_goto,chap14,8
522755,2014-12-23 6:55:20,problem_check,chap14,8
522756,2014-12-23 6:55:21,problem_graded,chap14,8
522759,2014-12-23 7:00:40,problem_check,chap14,8
522760,2014-12-23 7:00:40,problem_graded,chap14,8
522761,2014-12-23 7:01:50,problem_check,chap14,8
522762,2014-12-23 7:01:50,problem_graded,chap14,8
522763,2014-12-23 7:01:52,problem_show,chap14,8
522764,2014-12-23 7:01:54,seq_goto,chap14,8
522765,2014-12-23 7:02:11,page_close,chap14,8
525110,2014-12-24 4:19:55,page_close,chap14,9
525146,2014-12-24 4:37:07,seq_goto,chap15,2
525159,2014-12-24 4:41:00,problem_check,chap15,2
525160,2014-12-24 4:41:00,problem_check,chap15,2
525161,2014-12-24 4:41:00,problem_graded,chap15,2
525162,2014-12-24 4:41:01,problem_graded,chap15,2
525178,2014-12-24 4:49:02,problem_check,chap15,2
525179,2014-12-24 4:49:03,problem_graded,chap15,2
525180,2014-12-24 4:49:04,problem_check,chap15,2
525181,2014-12-24 4:49:04,problem_graded,chap15,2
525182,2014-12-24 4:49:05,problem_show,chap15,2
525183,2014-12-24 4:49:07,problem_show,chap15,2
525184,2014-12-24 4:49:11,page_close,chap15,2
525185,2014-12-24 4:49:11,video_event,chap15,2
525218,2014-12-24 5:01:28,seq_goto,chap15,2
525219,2014-12-24 5:03:15,problem_check,chap15,2
525220,2014-12-24 5:03:15,problem_check,chap15,2
525221,2014-12-24 5:03:15,problem_check,chap15,2
525222,2014-12-24 5:03:16,problem_graded,chap15,2
525223,2014-12-24 5:03:16,problem_graded,chap15,2
525224,2014-12-24 5:03:16,problem_graded,chap15,2
525242,2014-12-24 5:06:40,problem_check,chap15,2
525243,2014-12-24 5:06:40,problem_graded,chap15,2
525244,2014-12-24 5:06:46,problem_show,chap15,2
525245,2014-12-24 5:06:55,problem_show,chap15,2
525246,2014-12-24 5:06:57,seq_goto,chap15,2
525247,2014-12-24 5:06:57,video_event,chap15,2
525248,2014-12-24 5:10:59,seq_goto,chap15,2
525255,2014-12-24 5:14:47,problem_check,chap15,2
525256,2014-12-24 5:14:48,problem_graded,chap15,2
525257,2014-12-24 5:14:49,problem_check,chap15,2
525258,2014-12-24 5:14:49,problem_graded,chap15,2
525259,2014-12-24 5:14:50,problem_check,chap15,2
525260,2014-12-24 5:14:50,problem_graded,chap15,2
525493,2014-12-24 6:08:34,page_close,chap15,2
525494,2014-12-24 6:08:34,video_event,chap15,2
527996,2014-12-25 4:55:23,page_close,chap15,3
527997,2014-12-25 4:55:32,page_close,chap15,3
528165,2014-12-25 5:15:45,seq_goto,chap15,3
528166,2014-12-25 5:15:45,seq_goto,chap15,3
528169,2014-12-25 5:16:16,problem_check,chap15,3
528170,2014-12-25 5:16:16,problem_check,chap15,3
528171,2014-12-25 5:16:17,problem_graded,chap15,3
528172,2014-12-25 5:16:17,problem_graded,chap15,3
528173,2014-12-25 5:16:18,problem_check,chap15,3
528174,2014-12-25 5:16:18,problem_graded,chap15,3
528175,2014-12-25 5:16:19,problem_show,chap15,3
528176,2014-12-25 5:16:20,seq_goto,chap15,3
528177,2014-12-25 5:16:21,video_event,chap15,3
528196,2014-12-25 5:22:46,seq_goto,chap15,3
528197,2014-12-25 5:23:00,seq_goto,chap15,3
528198,2014-12-25 5:23:00,video_event,chap15,3
528199,2014-12-25 5:23:03,seq_goto,chap15,3
528200,2014-12-25 5:23:04,seq_goto,chap15,3
528201,2014-12-25 5:23:05,video_event,chap15,3
528207,2014-12-25 5:23:58,seq_goto,chap15,3
528208,2014-12-25 5:24:08,seq_goto,chap15,3
528209,2014-12-25 5:24:09,video_event,chap15,3
528210,2014-12-25 5:24:13,seq_goto,chap15,3
528212,2014-12-25 5:24:14,seq_goto,chap15,3
528221,2014-12-25 5:24:41,problem_check,chap15,3
528222,2014-12-25 5:24:42,problem_graded,chap15,3
528256,2014-12-25 5:30:49,problem_check,chap15,3
528257,2014-12-25 5:30:50,problem_graded,chap15,3
528264,2014-12-25 5:31:58,problem_check,chap15,3
528265,2014-12-25 5:31:58,problem_graded,chap15,3
528266,2014-12-25 5:32:00,problem_show,chap15,3
528267,2014-12-25 5:32:04,problem_show,chap15,3
528268,2014-12-25 5:32:04,problem_show,chap15,3
528271,2014-12-25 5:32:10,problem_show,chap15,3
528272,2014-12-25 5:32:22,page_close,chap15,3
528273,2014-12-25 5:32:23,video_event,chap15,3
528306,2014-12-25 5:35:31,seq_goto,chap15,3
528322,2014-12-25 5:38:15,problem_check,chap15,3
528324,2014-12-25 5:38:16,problem_graded,chap15,3
528325,2014-12-25 5:38:16,problem_check,chap15,3
528326,2014-12-25 5:38:17,problem_graded,chap15,3
528327,2014-12-25 5:38:18,problem_check,chap15,3
528328,2014-12-25 5:38:18,problem_graded,chap15,3
528329,2014-12-25 5:38:20,seq_goto,chap15,3
528330,2014-12-25 5:38:21,video_event,chap15,3
528354,2014-12-25 5:42:31,seq_goto,chap15,3
528365,2014-12-25 5:44:17,problem_check,chap15,3
528366,2014-12-25 5:44:18,problem_graded,chap15,3
528367,2014-12-25 5:44:40,problem_check,chap15,3
528368,2014-12-25 5:44:40,problem_check,chap15,3
528369,2014-12-25 5:44:40,problem_graded,chap15,3
528370,2014-12-25 5:44:40,problem_graded,chap15,3
528371,2014-12-25 5:44:41,problem_show,chap15,3
528372,2014-12-25 5:44:42,problem_show,chap15,3
528373,2014-12-25 5:44:45,seq_goto,chap15,3
528374,2014-12-25 5:44:45,video_event,chap15,3
528390,2014-12-25 5:49:34,seq_goto,chap15,3
528391,2014-12-25 5:49:34,seq_goto,chap15,3
528392,2014-12-25 5:50:11,problem_check,chap15,3
528393,2014-12-25 5:50:12,problem_graded,chap15,3
528394,2014-12-25 5:50:12,problem_check,chap15,3
528395,2014-12-25 5:50:12,problem_check,chap15,3
528397,2014-12-25 5:50:13,problem_graded,chap15,3
528398,2014-12-25 5:50:13,problem_graded,chap15,3
528399,2014-12-25 5:50:14,problem_check,chap15,3
528400,2014-12-25 5:50:14,problem_graded,chap15,3
528401,2014-12-25 5:50:15,problem_show,chap15,3
528404,2014-12-25 5:50:34,page_close,chap15,3
528405,2014-12-25 5:50:34,video_event,chap15,3
531736,2014-12-26 6:09:12,page_close,chap15,4
531737,2014-12-26 6:09:21,page_close,chap15,4
531738,2014-12-26 6:09:28,problem_show,chap15,4
531739,2014-12-26 6:09:34,page_close,chap15,4
531771,2014-12-26 6:16:46,seq_goto,chap15,4
531781,2014-12-26 6:18:30,problem_check,chap15,4
531782,2014-12-26 6:18:31,problem_graded,chap15,4
531783,2014-12-26 6:18:31,problem_check,chap15,4
531784,2014-12-26 6:18:31,problem_graded,chap15,4
531785,2014-12-26 6:18:32,problem_show,chap15,4
531786,2014-12-26 6:19:14,page_close,chap15,4
531787,2014-12-26 6:19:14,video_event,chap15,4
531792,2014-12-26 6:23:45,seq_goto,chap15,4
531794,2014-12-26 6:25:17,problem_graded,chap15,4
531795,2014-12-26 6:25:18,problem_check,chap15,4
531804,2014-12-26 6:26:37,problem_check,chap15,4
531805,2014-12-26 6:26:39,problem_graded,chap15,4
531828,2014-12-26 6:34:53,problem_check,chap15,4
531829,2014-12-26 6:34:53,problem_graded,chap15,4
531830,2014-12-26 6:34:54,problem_show,chap15,4
531831,2014-12-26 6:34:57,problem_show,chap15,4
531832,2014-12-26 6:34:59,seq_goto,chap15,4
531833,2014-12-26 6:35:00,video_event,chap15,4
531837,2014-12-26 6:41:03,seq_goto,chap15,4
531847,2014-12-26 6:44:16,problem_check,chap15,4
531848,2014-12-26 6:44:16,problem_check,chap15,4
531849,2014-12-26 6:44:17,problem_graded,chap15,4
531850,2014-12-26 6:44:17,problem_graded,chap15,4
531861,2014-12-26 6:57:38,problem_check,chap15,4
531862,2014-12-26 6:57:39,problem_graded,chap15,4
531863,2014-12-26 6:57:40,problem_check,chap15,4
531864,2014-12-26 6:57:40,problem_check,chap15,4
531865,2014-12-26 6:57:40,problem_graded,chap15,4
531866,2014-12-26 6:57:41,problem_graded,chap15,4
531867,2014-12-26 6:57:41,problem_show,chap15,4
531868,2014-12-26 6:57:44,problem_show,chap15,4
531869,2014-12-26 6:58:02,page_close,chap15,4
531870,2014-12-26 6:58:03,video_event,chap15,4
